,tweet,target
3008,"PLANNING FOR THE NEW WEEK  ""Failing to plan is planning to fail"".  In the last few months, I've allowed my depression to control my ability to function.  After 3 months of meds, I'm finally productive.  What your plans for the new week?    pic.twitter.com/3RDI20arti",1
3009,Music is just my best friend…fix everything I guess…,0
3010,Really enjoying candles and incense around the house at the moment - brings a sense of calm 💆🏽 #candles #incense,0
3011,It's gutting seeing everyone's snapchats of them getting on it while I'm stuck at work for Christmas and new year,0
3012,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",1
3013,Those days when you wish a hole would open beneath you and swallow you whole so your brain will shut the hell up ,1
3014,30 mins apart. In the second pic I have managed to get my mask on before I left to celebrate new years.   pic.twitter.com/vwwWtD7vMk,1
3015,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-",0
3016,@WalmartToday your hitting it spot on with your commercials. Love the one with the town coming to eat and bringing chairs. #brilliant,0
3017,This whole depression fucking sucks you can look so happy but still be so down inside your head ????????????????????????,1
3018,Do not judge between people when you are .,0
3019,@mizuvera I hope didn't scare other people who owned this figure that he will move at midnight 😂,0
3020,I don't want to be alone right now. Please the one man who can help me deal with this. Don't make me go through this alone. I'm already so broken.,1
3021,Gm and have a  #Tuesday!,0
3022, is part of nature's survival system explains my guest John Shearer.,0
3023,@KatSekhotho @Lemii_LoCo Can you falter Katli?,0
3024,It's not selfish to love yourself...it's necessary.     pic.twitter.com/cemC66SQc3,0
3025,@MinxieButt Not even from our own kind 😅 But I don't need any anons if I can feel the appreciation from fellow shippers every other day 😊,0
3026,1. I'm grateful for love.\n2. I'm grateful for miracles.\n3. I'm grateful for music.\n#beatdepression #grateful,0
3027,lexis so beautiful it makes me ,0
3028,"@dwarsrivier_SA Welcome to the industry fellow #guides! Expect a future of #excitement, #hairraising tales and just allround #fun! :D",0
3029,@annarxbs @lolitsluan oh my lord I love you both with all of my heart. I feel so good and happy and you make it possible xx,0
3030,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,0
3031,In need of an ephemeral relief to   ,1
3032,solar eclipse = annoyed mood but grateful. #cantwait #awe #cool #soon,0
3033,"You want to know why I was laughing? It was a #solemn occasion, that's why. And she was always laughing, wasn't she? #VSS365",0
3034,??’•it will be ok??’•    pic.twitter.com/6zCi1PJhdB,0
3035,"Fellow   sufferers I'm trying to come off  and really struggling, any previous success stories to boost me?",1
3036,121   ?????????????????????????????????????????????????????????????????????????? ??????????????   ???????????????.......   ??????????????????....... ????????????.......  ?????????????????????????????????  ?????????.......   ???????????????????????????????????????????? ??????????????????????????????????????????????,0
3037,The reason for things fall apart &  is . The world & including the church have to make Jesus the centre.  pic.twitter.com/CGRJhSkkL5,0
3038,3 hours of sleep in the 3 days? I'm dieing  ,1
3039,"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck.",1
3040,Thames beach #datamosh #glitch #glitchart #digitalart #abstractart #newmediaart #imagemanipulation #londontown #riverthames  #dystopia,0
3041,How could Riv close ???© what am I going to do now ,0
3042,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    ",1
3043,just ripped my favorite pair of pajama pants.   ,0
3044,We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,0
3045,A good head and a good heart are always a formidable combination. (Nelson Mandela),0
3046,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  ",1
3047,Medication doesn't teach  people how to feel better or do better; this is something they have to learn for themselves. ,0
3048,GONNA DRINK A BUNCH OF WHISKEY TONIGHT BECAUSE I HAVE  AND THE HOLIDAYS GOT ME  JK BUT I AM GONNA DRINK WHISKEY,1
3049,Woke up to my neighbors singing Perfect by Ed Sheeran. 😊 My mood has been set. 😍,0
3050,??’•you will be ok??’•    pic.twitter.com/qNSQ2CDuZX,0
3051,An early night for me love you ,0
3052, little miss Debbie downer over here.,0
3053,@Borovvicka 😂😂 i love ur angry comments,0
3054,Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,1
3055,"Some of these ,   quotes are just cringe",0
3056,An hour and 35 minutes till 2017 come. I'm still depressed and hopeless. Feel really shitty.  ,1
3057,When your at work and the button comes off your shorts 😐  #fatty,0
3058,I feel like my husband are growing more and more apart.,1
3059,@titsjpeg Yeah funny and sexy 😍,0
3060,@beyond_scratch @ben_nuttall @GuildfordLib The official pi jam kit has arrived! #RaspberryPi #excitement,0
3061,@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed  #kak,0
3062,@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,0
3063,I lost my facebook account...i wonder whats next.. ,0
3064,Honestly I wish I could be chilling with my bro right now.. ????????,0
3065,You won't reach a #goal you hide in a drawer. Keep it in front of your face at all times.  #WednesdayWisdom,0
3066,"A SPELLBINDING performance by @DebsNewbold. Electric physicality and sheer awe. A pleasure to watch, thank you. #ueafly",0
3067,That was a horrible decision. The Fault in the Stars all alone ???­???­  ,0
3068,I wish life was simple and painless. Whenever you think you're happy and think you got it all  life comes and screws you over.,1
3069,"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens.",1
3070,"Heard Willy Nelson singing The Scientist and thought, ""So THIS is the original!"" Then discovered he was just covering Coldplay. ",0
3071,max @whitephobe is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half,0
3072,@Kazalex_ Happy birthday hope you have and amazing day!,0
3073,"Just woke up because let's be real, can't be upset or angry if you just sleep all day.   ",1
3074,@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,0
3075,Happy birthday to me 😄 no I'm not lucky I'm blessed yes 😂,0
3076,"Hopelessness and  want to take you down. Don’t let them! Let this change your life! CRITICAL SHORT READ: “ and Discouragement are a Curse! Give Them No Place in Your Life!”  wp.mebpavSn,eic  pic.twitter.com/p9d4WYb3JS",0
3077,Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 🤔,0
3078,Fast and furious marathon soon! ✌🏻,0
3079,I always have a reason to be upset and,1
3080,"I hate it when someone says, ""Why are you ? You have nothing to be depressed about?"" It's chemical! I  can't help it!! ",1
3081,"Pop in to see an elderly relative, friend or neighbour this  and help combat   pic.twitter.com/3Zy8CXTriS",0
3082," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",0
3083,We'd be perfect together but Im to shy and you wont reach out so i guess we'll never know what could of been.,0
3084,131  ????????????????????????????????????????  ??????????????????????????????????????????????????????????????  ??????????????????????????????????????????????????????????????.......   ??????????????????????????????????????????????????????????????.......   ????????????.......w,0
3085,Why are these fine guys on my timeline? Get off your too hot for me. I can't take it anymore.,0
3086,"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!",1
3087,"Less than two weeks until summer 2019 is officially over, I am ",0
3088,I really wish I would have more time to draw blog  about . I'm sure they'd be helpful to many...,0
3089,"You aren't worthless, you are priceless You are important to someone and they'd miss you if you were gone   ",0
3090,The red cups at Starbucks are gone.,0
3091,I made two loafs of bread and ate half of one for lunch. that's enough productivity for one day ,1
3092,Good Morning #start 2Wheel #free course *Pune *8888006565,0
3093,"Dissociation is quite something. Weird to be disconnected from internal feeling, the senses and the environment. Bless serotonin ",0
3094,sorry if i dont reply to dms/texts iiiiii have only been talking to ry and soph bc i feel  depressed so. Yeah ??????,1
3095,Anohni is truely a lighthouse in our modern twisted fog. I highly suggest reading that article + purchasing her LP .,0
3096,And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?,1
3097,we mourn the death of our hopes today #james,1
3098,I can't afford to be unhappy. I've made it this far and there isn't anything or anyone that's going to take my happiness away.,0
3099,@ChristinaSNP All this great news.... it must be hurting some folk to be happy about this. 😊,0
3100,"seulgi, fret not. that's okay!",0
3101,I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,0
3102,For those who struggle w/ they need those of us who are . And when the hopeful struggle we need to find our way back...,0
3103,When your family emotional blackmail you to do something against your will.     ,0
